tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
NF.10-2_LP-DIR-T-59	NF.10-2_LP-DIR-T	NF.10-2	2.2	243.7	45.1	0	0	0.0	0.0	23	938.0	This study	hargrave 2024-03-18 10:58:54	LT-T-Z:LP-DIR-T	g	59	u	8	273			pmagpy-4.2.109	6.94e-07	2.08e-08	1.67e-08	9.49e-09	NF.10-2	NF	Negaunee
NF.10-2_LP-DIR-T-60	NF.10-2_LP-DIR-T	NF.10-2	2.6	234.6	47.5	0	0	0.0	0.0	24	943.0	This study	hargrave 2024-03-18 16:26:10	LT-T-Z:LP-DIR-T	g	60	u	8	273			pmagpy-4.2.109	5.44e-07	2.01e-08	1.59e-08	6.24e-09	NF.10-2	NF	Negaunee
NF.10-2_LP-DIR-T-61	NF.10-2_LP-DIR-T	NF.10-2	2.4	227.7	41.3	0	0	0.0	0.0	25	945.0	This study	hargrave 2024-03-18 20:42:43	LT-T-Z:LP-DIR-T	b	61	u	8	273			pmagpy-4.2.109	5.06e-07	1.64e-08	1.29e-08	7.93e-09	NF.10-2	NF	Negaunee
NF.10-2_LP-DIR-T-62	NF.10-2_LP-DIR-T	NF.10-2	2.8	234.7	48.2	0	0	0.0	0.0	26	947.0	This study	hargrave 2024-03-19 13:09:42	LT-T-Z:LP-DIR-T	g	62	u	8	273			pmagpy-4.2.109	5.34e-07	2.23e-08	1.53e-08	5.84e-09	NF.10-2	NF	Negaunee
NF.10-2_LP-DIR-T-63	NF.10-2_LP-DIR-T	NF.10-2	2.9	244.1	48.5	0	0	0.0	0.0	27	949.0	This study	hargrave 2024-03-19 16:50:52	LT-T-Z:LP-DIR-T	g	63	u	8	273			pmagpy-4.2.109	4.46e-07	1.86e-08	1.43e-08	5.65e-09	NF.10-2	NF	Negaunee
NF.10-2_LP-DIR-T-64	NF.10-2_LP-DIR-T	NF.10-2	2.8	225.1	39.0	0	0	0.0	0.0	28	951.0	This study	hargrave 2024-03-20 11:18:39	LT-T-Z:LP-DIR-T	g	64	u	8	273			pmagpy-4.2.109	3.35e-07	1.3e-08	1.18e-08	5.57e-09	NF.10-2	NF	Negaunee
NF.10-2_LP-DIR-T-65	NF.10-2_LP-DIR-T	NF.10-2	2.7	219.0	31.3	0	0	0.0	0.0	29	953.0	This study	hargrave 2024-03-20 15:39:29	LT-T-Z:LP-DIR-T	g	65	u	8	273			pmagpy-4.2.109	3e-07	1.13e-08	9.58e-09	5.97e-09	NF.10-2	NF	Negaunee
NF.10-2_LP-DIR-T-66	NF.10-2_LP-DIR-T	NF.10-2	2.5	228.3	39.5	0	0	0.0	0.0	30	955.0	This study	hargrave 2024-03-21 09:26:51	LT-T-Z:LP-DIR-T	g	66	u	8	273			pmagpy-4.2.109	2.98e-07	9.86e-09	8.48e-09	5.75e-09	NF.10-2	NF	Negaunee
NF.10-2_LP-DIR-T-67	NF.10-2_LP-DIR-T	NF.10-2	2.9	72.3	-10.5	0	0	0.0	0.0	31	957.0	This study	hargrave 2024-03-21 12:37:33	LT-T-Z:LP-DIR-T	g	67	u	8	273			pmagpy-4.2.109	8.65e-08	3.75e-09	1.38e-09	1.72e-09	NF.10-2	NF	Negaunee
NF.10-2_LP-DIR-T-68	NF.10-2_LP-DIR-T	NF.10-2	2.3	183.0	17.7	0	0	0.0	0.0	32	959.0	This study	hargrave 2024-03-21 15:45:13	LT-T-Z:LP-DIR-T	b	68	u	8	273			pmagpy-4.2.109	1.02e-07	4.89e-09	2.67e-09	2.09e-09	NF.10-2	NF	Negaunee
NF.10-3_LP-DIR-T-69	NF.10-3_LP-DIR-T	NF.10-3	1.8	112.7	31.9	0	0	0.0	0.0	0	273.0	This study	hargrave 2024-02-20 16:48:40	LT-NO:LP-DIR-T	g	69	u	8	273			pmagpy-4.2.109	3.81e-06	6.5e-08	1.67e-07	9.08e-08	NF.10-3	NF	Negaunee
NF.10-3_LP-DIR-T-70	NF.10-3_LP-DIR-T	NF.10-3	3.5	111.8	33.8	0	0	0.0	0.0	1	373.0	This study	hargrave 2024-02-21 12:12:57	LT-T-Z:LP-DIR-T	g	70	u	8	273			pmagpy-4.2.109	3.46e-06	2.31e-07	6.68e-08	7.99e-08	NF.10-3	NF	Negaunee
NF.10-3_LP-DIR-T-71	NF.10-3_LP-DIR-T	NF.10-3	3.4	111.8	32.9	0	0	0.0	0.0	2	473.0	This study	hargrave 2024-02-21 19:50:58	LT-T-Z:LP-DIR-T	g	71	u	8	273			pmagpy-4.2.109	3.07e-06	1.25e-07	1.52e-07	7.84e-08	NF.10-3	NF	Negaunee
NF.10-3_LP-DIR-T-72	NF.10-3_LP-DIR-T	NF.10-3	1.9	112.0	31.9	0	0	0.0	0.0	3	573.0	This study	hargrave 2024-02-26 14:29:09	LT-T-Z:LP-DIR-T	g	72	u	8	273			pmagpy-4.2.109	2.7e-06	8.89e-08	6.14e-08	7.16e-08	NF.10-3	NF	Negaunee
NF.10-3_LP-DIR-T-74	NF.10-3_LP-DIR-T	NF.10-3	1.8	105.4	29.9	0	0	0.0	0.0	5	673.0	This study	hargrave 2024-02-27 13:43:39	LT-T-Z:LP-DIR-T	g	74	u	8	273			pmagpy-4.2.109	2.18e-06	4.61e-08	2.38e-08	5.31e-08	NF.10-3	NF	Negaunee
NF.10-3_LP-DIR-T-76	NF.10-3_LP-DIR-T	NF.10-3	2.1	113.7	27.8	0	0	0.0	0.0	7	723.0	This study	hargrave 2024-02-28 12:34:52	LT-T-Z:LP-DIR-T	g	76	u	8	273			pmagpy-4.2.109	1.9e-06	4.23e-08	1.76e-08	5.96e-08	NF.10-3	NF	Negaunee
NF.10-3_LP-DIR-T-77	NF.10-3_LP-DIR-T	NF.10-3	7.8	116.5	25.3	0	0	0.0	0.0	8	773.0	This study	hargrave 2024-02-28 21:25:56	LT-T-Z:LP-DIR-T	g	77	u	8	273			pmagpy-4.2.109	1.73e-06	1.91e-07	1.38e-07	6.48e-08	NF.10-3	NF	Negaunee
NF.10-3_LP-DIR-T-78	NF.10-3_LP-DIR-T	NF.10-3	1.6	112.4	23.4	0	0	0.0	0.0	9	798.0	This study	hargrave 2024-03-04 12:34:58	LT-T-Z:LP-DIR-T	g	78	u	8	273			pmagpy-4.2.109	1.58e-06	1.14e-08	3.55e-08	2.9e-08	NF.10-3	NF	Negaunee
NF.10-3_LP-DIR-T-79	NF.10-3_LP-DIR-T	NF.10-3	1.5	112.7	25.3	0	0	0.0	0.0	10	813.0	This study	hargrave 2024-03-04 18:31:18	LT-T-Z:LP-DIR-T	g	79	u	8	273			pmagpy-4.2.109	1.49e-06	1.48e-08	2.17e-08	3.14e-08	NF.10-3	NF	Negaunee
NF.10-3_LP-DIR-T-80	NF.10-3_LP-DIR-T	NF.10-3	1.3	112.5	20.7	0	0	0.0	0.0	11	823.0	This study	hargrave 2024-03-05 12:43:59	LT-T-Z:LP-DIR-T	g	80	u	8	273			pmagpy-4.2.109	1.38e-06	9.31e-09	1.61e-08	2.62e-08	NF.10-3	NF	Negaunee
NF.10-3_LP-DIR-T-81	NF.10-3_LP-DIR-T	NF.10-3	1.5	107.3	21.5	0	0	0.0	0.0	12	828.0	This study	hargrave 2024-03-05 17:59:00	LT-T-Z:LP-DIR-T	g	81	u	8	273			pmagpy-4.2.109	1.33e-06	1.15e-08	1.87e-08	2.85e-08	NF.10-3	NF	Negaunee
NF.10-3_LP-DIR-T-82	NF.10-3_LP-DIR-T	NF.10-3	4.0	109.5	18.3	0	0	0.0	0.0	13	833.0	This study	hargrave 2024-03-06 15:49:07	LT-T-Z:LP-DIR-T	g	82	u	8	273			pmagpy-4.2.109	1.25e-06	4.72e-08	3.24e-08	7.54e-08	NF.10-3	NF	Negaunee
NF.10-3_LP-DIR-T-84	NF.10-3_LP-DIR-T	NF.10-3	1.5	107.8	16.8	0	0	0.0	0.0	15	838.0	This study	hargrave 2024-03-11 11:38:56	LT-T-Z:LP-DIR-T	g	84	u	8	273			pmagpy-4.2.109	1.26e-06	1.09e-08	2.11e-08	2.63e-08	NF.10-3	NF	Negaunee
NF.10-3_LP-DIR-T-85	NF.10-3_LP-DIR-T	NF.10-3	1.4	110.8	14.6	0	0	0.0	0.0	16	843.0	This study	hargrave 2024-03-11 16:44:15	LT-T-Z:LP-DIR-T	g	85	u	8	273			pmagpy-4.2.109	1.12e-06	7.13e-09	1.38e-08	2.52e-08	NF.10-3	NF	Negaunee
